Артикул,Наименование,Короткое описание,Категория,Цена,Характеристики,Описание,Картинки,Мета описание,Мета ключевые слова 
650647732354,Бензопила MS 194 T,Универсальная пила STIHL для ухода за деревьями.,Пилы для ухода за деревьями,29990,"[('Рабочий объем, см?', '31,8'), ('Мощность кВт/л.с.', '1,4/1,9'), ('Вес, кг', '3,3'), ('Удельный вес, кг/кВт', '2,4'), ('Уровень звукового давления, дБ(A)', '100'), ('Уровень звуковой мощности, дБ(A)', '112'), ('Уровень вибрации слева/справа m/s?', '3,6/3,6'), ('Частота вращения при макс. крутящем моменте, об/мин', '10.500'), ('Объём масляного бака, см?', '220')]","<p> Универсальная пила STIHL для ухода за деревьями. Для различных видов работ, таких как кронирование, удаление прикорневой поросли и лишних побегов, обрезка поврежденной древесины. Оснащена пильной цепью 3/8' P для чистых пропилов. Высокая производительность с обновленным двигателем 2-MIX. </p>",['https://static.stihl.com/upload/assetmanager/modell_imagefilename/scaled/zoom/732dcbef934c41198e765f6a813b9cf3.jpg'],"Универсальная пила STIHL для ухода за деревьями. Для различных видов работ, таких как кронирование, удаление прикорневой поросли и лишних побегов, обрезка поврежденной древесины. Оснащена пильной цепью 3/8' P для чистых пропилов. Высокая производительность с обновленным двигателем 2-MIX.",
695311070573,Бензопила MS 194 C-E,Легкая бензопила STIHL для ухода за деревьями,Пилы для ухода за деревьями,28990,"[('Рабочий объем, см?', '31,8'), ('Мощность кВт/л.с.', '1,4/1,9'), ('Вес, кг', '3,6'), ('Удельный вес, кг/кВт', '2,6'), ('Уровень звукового давления, дБ(A)', '101'), ('Уровень звуковой мощности, дБ(A)', '114'), ('Уровень вибрации слева/справа m/s?', '3,6/3,6'), ('Частота вращения при макс. крутящем моменте, об/мин', '10.500'), ('Объём масляного бака, см?', '220')]","<p> Легкая бензопила STIHL для ухода за деревьями, прореживания и поперечной распиловки дров. Устройство облегченного запуска STIHL ErgoStart и топливный насос обеспечивают простой запуск. С пильной цепью 3/8"" PM3. Высокая производительность реза при сниженном расходе топлива благодаря новым двигателям 2-MIX. </p>","['https://static.stihl.com/upload/assetmanager/modell_imagefilename/scaled/zoom/89cfed16a4d842c7a29c0d1ed18a3444.jpg', 'https://static.stihl.com/upload/assetmanager/modell_imagefilename/scaled/zoom/0fb267fea27b4ec1a79a6df1f1bd9fd4.jpg']","Легкая бензопила STIHL для ухода за деревьями, прореживания и поперечной распиловки дров. Устройство облегченного запуска STIHL ErgoStart и топливный насос обеспечивают простой запуск. С пильной цепью 3/8"" PM3. Высокая производительность реза при сниженном расходе топлива благодаря новым двигателям 2-MIX.","MS 019,  019 T,  MS194C-E"
118748902642,Бензопила MS 201 TC-M ,"Самая мощная пила для ухода за деревьями STIHL, с M-Tronic",Пилы для ухода за деревьями,48990,"[('Рабочий объем, см?', '35,2'), ('Мощность кВт/л.с.', '1,8/2,4'), ('Вес, кг', '3,7'), ('Удельный вес, кг/кВт', '2,1'), ('Уровень звукового давления, дБ(A)', '99'), ('Уровень звуковой мощности, дБ(A)', '112'), ('Уровень вибрации слева/справа m/s?', '3,5/3,1'), ('Цепь STIHL Oilomatic', 'Picco Super (PS3)'), ('Частота вращения при макс. крутящем моменте, об/мин', '10.500'), ('Объём масляного бака, см?', '220')]","<p> Самая мощная пила для ухода за деревьями STIHL. Серийное оснащение системой M-Tronic для оптимальной мощности двигателя, экономичный двигатель 2-MIX, ""нетеряемая"" гайка на крышке цепной звездочки, облегченная шина для снижения общего веса. </p>",['https://static.stihl.com/upload/assetmanager/modell_imagefilename/scaled/zoom/7df52970a6564f00aeb92289c5e68072.jpg'],"Самая мощная пила для ухода за деревьями STIHL. Серийное оснащение системой M-Tronic для оптимальной мощности двигателя, экономичный двигатель 2-MIX, ""нетеряемая"" гайка на крышке цепной звездочки, облегченная шина для снижения общего веса.","MS 200 T,  MS201 T с M-Tronic,  пилы для ухода за деревьями,  бензопила,  цепная пила,  пила по дереву,  компактная пила,  бензопилы,  цепные пилы,  компактные пилы"
Артикул,Наименование,Короткое описание,Категория,Цена,Характеристики,Описание,Картинки,Мета описание,Мета ключевые слова
929574375635,Электропила MSE 141 C-Q,"Удобная, лёгкая модель с хорошей производительностью",Электропилы,9990,"[('Уровень вибрации слева м/с?', '3,3'), ('Уровень вибрации справа м/с?', '4,2'), ('Уровень звукового давления дБ(A)', '90'), ('Уровень звуковой мощности дБ(A)', '101'), ('Номинальное напряжение В', '230'), ('Вес кг', '4,1'), ('Шаг цепи', '3/8 "" P'), ('Цепь STIHL Oilomatic', 'Picco Micro Mini 3 (PMM3)'), ('Длина кабеля м', '0,3'), ('Потребляемая мощность Вт', '1.400'), ('Шина Rollomatic E, длина реза см', '35'), ('Объём масляного бака см3', '215'), ('Номинальный ток А', '6')]","<p> Удобная, лёгкая базовая модель с хорошей производительностью. Хорошая эргономика для комфортной работы, устройство бокового натяжения цепи для простого и безопасного натяжения цепи, цепной тормоз QuickStop Super, масляный бак с прозрачным смотровым окошком, защита от перегрузки. </p>","['https://static.stihl.com/upload/assetmanager/modell_imagefilename/scaled/zoom/c4e0c4fdabe844e4aeb778d15eba4d3e.jpg', 'https://static.stihl.com/upload/assetmanager/modell_imagefilename/scaled/zoom/d679be21d7294f23adeeb84f394d46b4.jpg', 'https://static.stihl.com/upload/assetmanager/modell_imagefilename/scaled/zoom/62df791fdc364be480f1784bb6c142d2.jpg']","Удобная, лёгкая базовая модель с хорошей производительностью. Хорошая эргономика для комфортной работы, устройство бокового натяжения цепи для простого и безопасного натяжения цепи, цепной тормоз QuickStop Super, масляный бак с прозрачным смотровым окошком, защита от перегрузки.","MSE 141 C-Q,  электропилы,  электропила,  электрическме мотопилы,  мотопила,  мотопилы"
307663939597,Электропила MSE 170 C-Q,"Лёгкая электропила на 1,7 кВт",Электропилы,17990,"[('Цепь STIHL Oilomatic', 'Picco Micro Mini  3 (PMM3)'), ('Номинальное напряжение В', '230'), ('Вес кг', '4,2'), ('Уровень звукового давления дБ(A)', '92'), ('Уровень звуковой мощности дБ(A)', '103'), ('Уровень вибрации справа м/с?', '3,4'), ('Уровень вибрации слева м/с?', '2,9'), ('Длина кабеля м', '0.480+/-0.050'), ('Потребляемая мощность Вт', '1.700'), ('Шина Rollomatic E, длина реза см', '30'), ('Объём масляного бака см3', '200'), ('Номинальный ток А', '6,9')]","<p> Чрезвычайно лёгкая и эргономичная электропила с системой торможения STIHL QuickStop Super (C-Q). Отлично подходит для строительства, изготовления поделок и заготовки дров. </p>",['https://static.stihl.com/upload/assetmanager/modell_imagefilename/scaled/zoom/1b725042ba7a4225b66f5138e186e4f8.jpg'],"Чрезвычайно лёгкая и эргономичная электропила с системой торможения STIHL QuickStop Super (C-Q). Отлично подходит для строительства, изготовления поделок и заготовки дров.","MSE170C-Q,  электропила,  электропила,  цепная электропила,  электропила,  электропила,  электропилы,  цепная пила,  цепные пилы"
494515989237,Электропила MSE 170 C-BQ,"Лёгкая электропила на 1,7 кВт с устройством быстрого натяжения цепи (B)",Электропилы,18490,"[('Номинальное напряжение В', '230'), ('Вес кг', '4,3'), ('Уровень звукового давления дБ(A)', '92'), ('Уровень звуковой мощности дБ(A)', '103'), ('Уровень вибрации справа м/с?', '3,4'), ('Уровень вибрации слева м/с?', '2,9'), ('Шаг цепи', '3/8 "" P'), ('Длина кабеля м', '4.030+/-0.050'), ('Потребляемая мощность Вт', '1.700'), ('Шина Rollomatic E, длина реза см', '35'), ('Объём масляного бака см3', '200'), ('Номинальный ток А', '6,9')]","<p> Чрезвычайно лёгкая и эргономичная электропила с устройством быстрого натяжения цепи STIHL (B) и системой торможения STIHL QuickStop Super (C-Q). Отлично подходит для строительства, изготовления поделок и заготовки дров. </p>",['https://static.stihl.com/upload/assetmanager/modell_imagefilename/scaled/zoom/a94afcef5ef3465ca7ef3fe05df24e18.jpg'],"Чрезвычайно лёгкая и эргономичная электропила с устройством быстрого натяжения цепи STIHL и системой торможения STIHL QuickStop Super (C-Q). Отлично подходит для строительства, изготовления поделок и заготовки дров.","MSE170C-BQ,  электропила,  электропила,  цепная электропила,  электропила,  электропила,  электропилы,  цепная пила,  цепные пилы"
521469021428,Электропила MSE 190 C-Q,"Удобная электропила на 1,9 кВт",Электропилы,18490,"[('Номинальное напряжение В', '230'), ('Вес кг', '4,3'), ('Уровень звукового давления дБ(A)', '92'), ('Уровень звуковой мощности дБ(A)', '103'), ('Уровень вибрации справа м/с?', '3,4'), ('Уровень вибрации слева м/с?', '2,9'), ('Шаг цепи', '3/8 "" P'), ('Длина кабеля м', '1.730+/-0.050'), ('Потребляемая мощность Вт', '1.900'), ('Шина Rollomatic E, длина реза см', '30'), ('Объём масляного бака см3', '200'), ('Номинальный ток А', '7,9')]","<p> Удобная и эргономичная электропила с системой торможения STIHL QuickStop Super (C-Q). Идеально подходит для строительства, изготовления поделок и заготовки дров. </p>",['https://static.stihl.com/upload/assetmanager/modell_imagefilename/scaled/zoom/ddd47f266e4e4b188729a485afc4abd5.jpg'],"Удобная и эргономичная электропила с системой торможения STIHL QuickStop Super (C-Q). Идеально подходит для строительства, изготовления поделок и заготовки дров.","MSE190C-Q,  электропила,  электропила,  цепная электропила,  электропила,  электропила,  электропилы,  цепная пила,  цепные пилы"
387874424017,Электропила MSE 190 C-BQ,"Удобная электропила на 1,9 кВт с устройством быстрого натяжения цепи (B)",Электропилы,19490,"[('Номинальное напряжение В', '230'), ('Вес кг', '4,4'), ('Уровень звукового давления дБ(A)', '92'), ('Уровень звуковой мощности дБ(A)', '103'), ('Уровень вибрации справа м/с?', '3,4'), ('Уровень вибрации слева м/с?', '2,9'), ('Шаг цепи', '3/8 "" P'), ('Длина кабеля м', '4.030+/-0.050'), ('Потребляемая мощность Вт', '1.900'), ('Шина Rollomatic E, длина реза см', '30'), ('Объём масляного бака см3', '200'), ('Номинальный ток А', '7,9')]","<p> Удобная и эргономичная электропила с устройством быстрого натяжения цепи STIHL (B) и системой торможения STIHL QuickStop Super (C-Q). Идеально подходит для строительства, изготовления поделок и заготовки дров. </p>",['https://static.stihl.com/upload/assetmanager/modell_imagefilename/scaled/zoom/3173a2471a2d4298ae32d4eeccf2ef93.jpg'],"Удобная и эргономичная электропила с устройством быстрого натяжения цепи STIHL (B) и системой торможения STIHL QuickStop Super (C-Q). Идеально подходит для строительства, изготовления поделок и заготовки дров.","MSE190C-BQ,  электропила,  электропила,  цепная электропила,  электропила,  электропила,  электропилы,  цепная пила,  цепные пилы"
442104709794,Электропила MSE 210 C-BQ,"Мощная электропила на 2,1 кВт с устройством быстрого натяжения цепи (B)",Электропилы,21990,"[('Номинальное напряжение В', '230'), ('Вес кг', '4,5'), ('Уровень звукового давления дБ(A)', '93'), ('Уровень звуковой мощности дБ(A)', '104'), ('Уровень вибрации справа м/с?', '4,2'), ('Уровень вибрации слева м/с?', '3,4'), ('Шаг цепи', '3/8 "" P'), ('Длина кабеля м', '0.325+/-0.025'), ('Потребляемая мощность Вт', '2.100'), ('Шина Rollomatic E, длина реза см', '35'), ('Объём масляного бака см3', '200'), ('Номинальный ток А', '8,7')]","<p> Мощная и эргономичная электропила с устройством быстрого натяжения цепи STIHL (B) и системой торможения STIHL QuickStop Super (C-Q). Оптимально подходит для строительства, изготовления поделок и заготовки дров. </p>","['https://static.stihl.com/upload/assetmanager/modell_imagefilename/scaled/zoom/878c3b866705480e80196adbed45b4d7.jpg', 'https://static.stihl.com/upload/assetmanager/modell_imagefilename/scaled/zoom/90544dda5e1d4449a94c0a41adeb0f9f.jpg']","Мощная и эргономичная электропила с устройством быстрого натяжения цепи STIHL (B) и системой торможения STIHL QuickStop Super (C-Q). Оптимально подходит для строительства, изготовления поделок и заготовки дров.","MSE 210 C-BQ,  электропила,  электропила,  цепная электропила,  электропила,  электропила,  электропилы,  цепная пила,  цепные пилы"
546799010889,Электропила MSE 230 C-BQ,"Топ-модель: мощная электропила на 2,3 кВт с устройством быстрого натяжения цепи (B)",Электропилы,24990,"[('Номинальное напряжение В', '230'), ('Вес кг', '4,7'), ('Уровень звукового давления дБ(A)', '93'), ('Уровень звуковой мощности дБ(A)', '104'), ('Уровень вибрации справа м/с?', '4,2'), ('Уровень вибрации слева м/с?', '3,4'), ('Шаг цепи', '3/8 "" P'), ('Длина кабеля м', '4.030+/-0.050'), ('Потребляемая мощность Вт', '2.300'), ('Шина Rollomatic E, длина реза см', '35'), ('Объём масляного бака см3', '200'), ('Номинальный ток А', '9,7')]",<p> Чрезвычайно мощная и эргономичная электропила с устройством быстрого натяжения цепи STIHL (B) и системой торможения STIHL QuickStop Super (C-Q). Оптимально подходит для отделочных работ. </p>,"['https://static.stihl.com/upload/assetmanager/modell_imagefilename/scaled/zoom/35c8db8b3e3447569503521ec7da754e.jpg', 'https://static.stihl.com/upload/assetmanager/modell_imagefilename/scaled/zoom/5faf3eac091a4b94967734304b681b09.jpg']",Чрезвычайно мощная и эргономичная электропила с устройством быстрого натяжения цепи STIHL (B) и системой торможения STIHL QuickStop Super (C-Q). Оптимально подходит для отделочных работ.,"MSE 230 C-BQ,  электропила,  электропила,  цепная электропила,  электропила,  электропила,  электропилы,  цепная пила,  цепные пилы"
286016560915,Электропила MSE 250 C-Q,Самая мощная электропила STIHL,Электропилы,34990,"[('Номинальное напряжение В', '230'), ('Вес кг', '5,7'), ('Уровень звукового давления дБ(A)', '94'), ('Уровень вибрации справа м/с?', '4,1'), ('Уровень вибрации слева м/с?', '3,1'), ('Шаг цепи', '3/8 ""'), ('Цепь STIHL Oilomatic', 'Rapid Super (RS 3)'), ('Длина кабеля м', '4.030+/-0.050'), ('Потребляемая мощность Вт', '2.500'), ('Шина Rollomatic E, длина реза см', '37'), ('Объём масляного бака см3', '200'), ('Номинальный ток А', '12,1')]","<p> Самая мощная электропила STIHL для выполнения сложных задач при строительстве из древесины. пильная цепь 3/8"" RS3 для высокой производительности пиления, система бокового натяжения цепи, электронная система управления функциями двигателя, мягкая рукоятка для комфортного ведения, цепной тормоз QuickStop Super, светодиодный индикатор защиты от перегрузки. </p>","['https://static.stihl.com/upload/assetmanager/modell_imagefilename/scaled/zoom/a0122d5c9dc247df9ff9328b6b579f0f.jpg', 'https://static.stihl.com/upload/assetmanager/modell_imagefilename/scaled/zoom/d7cdd382533d420197014b882d15b2d6.jpg']","Самая мощная электропила STIHL для выполнения сложных задач при строительстве из древесины. пильная цепь 3/8"" RS3 для высокой производительности пиления, система бокового натяжения цепи, электронная система управления функциями двигателя, мягкая рукоятка для комфортного ведения, цепной тормоз QuickStop Super, светодиодный индикатор защиты от перегрузки.","MSE 250 C-Q,  электропила,  электропила,  цепная электропила,  электропила,  электропила,  электропилы,  цепная пила,  цепные пилы"
Артикул,Наименование,Короткое описание,Категория,Цена,Характеристики,Описание,Картинки,Мета описание,Мета ключевые слова
650411645599,Мотокоса FSA 45 со встроенным аккумулятором и зарядкой,Компактная аккумуляторная мотокоса ,Аккумуляторные мотокосы,10990,"[('Номинальное напряжение В', '18'), ('Уровень вибрации справа м/с?', '4,9'), ('Уровень вибрации слева м/с?', '1,7'), ('Общая длина без режущего инструмента см', '110'), ('Стандартный режущий инструмент', 'PolyCut 2-2'), ('Номинальный ток А', '3,5')]","<p> Компактная аккумуляторная мотокоса для простых работ по стрижке газона и расчистке территории рядом с домом. Встроенный аккумулятор с индикацией заряда, регулировка штанги и рукоятки без специального инструмента, регулируемый рабочий угол косильного блока, например для вертикальной обрезки кромок, простая перестановка ножей PolyCut или режущих струн без замены косильной головки, ограничительная скоба, вес 2,3 кг. Время зарядки аккумулятора 145 мин / 210 мин (80% / 100%). Время работы на одной зарядке до 20 минут с пластиковыми ножами и до 12 минут со струной. </p>","['https://static.stihl.com/upload/assetmanager/modell_imagefilename/scaled/zoom/0947e7f65beb40fc868e9bf6f90e8545.jpg', 'https://static.stihl.com/upload/assetmanager/modell_imagefilename/scaled/zoom/15b25add0b5949beb78c7d9e76a78143.jpg', 'https://static.stihl.com/upload/assetmanager/modell_imagefilename/scaled/zoom/5a4dd4a73043412db67763268417eeff.jpg', 'https://static.stihl.com/upload/assetmanager/modell_imagefilename/scaled/zoom/2485d757bbaa44bc81516b4bac7c8d32.jpg']","Компактная аккумуляторная мотокоса для простых работ по стрижке газона и расчистке территории рядом с домом. Встроенный аккумулятор с индикацией заряда, регулировка штанги и рукоятки без специального инструмента, регулируемый рабочий угол косильного блока, например для вертикальной обрезки кромок, простая перестановка ножей PolyCut или режущих струн без замены косильной головки, ограничительная скоба, вес 2,3 кг. Время зарядки аккумулятора 145 мин / 210 мин (80% / 100%). Время работы на одной зарядке до 20 минут с пластиковыми ножами и до 12 минут со струной.","FSA 45,  аккумуляторные мотоножницы,  мотоножницы"
338920247692,Мотокоса FSA 56 без аккумулятора и ЗУ,Заточена на мощность,Аккумуляторные мотокосы,13990,"[('Вес с аккумулятором кг', '2,5'), ('Номинальное напряжение В', '36'), ('Уровень вибрации справа м/с?', '3,5'), ('Уровень вибрации слева м/с?', '3,5'), ('Общая длина без режущего инструмента см', '147'), ('Режущий инструмент', 'AutoCut 2-2'), ('Технология аккумулятора', 'Литий-ионные'), ('Время работы с аккумулятором AK 10 мин', 'до 25'), ('Время работы с аккумулятором AK 20 мин', 'до 50'), ('Номинальный ток А', '3,3')]","<p> Аккумуляторная мотокоса с очень хорошей результативностью кошения. Диаметр кошения 280 мм, мягкая рукоятка, регулируемая рукоятка, косильная головка регулируется по длине лески касанием об землю. Тихая, не требуются средства защиты органов слуха. </p>",['https://static.stihl.com/upload/assetmanager/modell_imagefilename/scaled/zoom/0732fbc8e30643c89df3f5eff4c45dcd.jpg'],"Аккумуляторная мотокоса с очень хорошей результативностью кошения. Диаметр кошения 280 мм, мягкая рукоятка, регулируемая рукоятка, косильная головка регулируется по длине лески касанием об землю. Тихая, не требуются средства защиты органов слуха.","FSA 56,  FSA 65, FSA,  аккумуляторная система COMPACT,  аккумуляторная мотокоса, аккумуляторная коса, Мотокоса"
756728522692, Мотокоса FSA 56 с AK 10 и AL 101,Заточена на мощность,Аккумуляторные мотокосы,21990,"[('Вес с аккумулятором кг', '2,5'), ('Номинальное напряжение В', '36'), ('Уровень вибрации справа м/с?', '3,5'), ('Уровень вибрации слева м/с?', '3,5'), ('Общая длина без режущего инструмента см', '147'), ('Режущий инструмент', 'AutoCut 2-2'), ('Технология аккумулятора', 'Литий-ионные'), ('Время работы с аккумулятором AK 10 мин', 'до 25'), ('Время работы с аккумулятором AK 20 мин', 'до 50'), ('Номинальный ток А', '3,3')]","<p> Аккумуляторная мотокоса с очень хорошей результативностью кошения. Диаметр кошения 280 мм, мягкая рукоятка, регулируемая рукоятка, косильная головка регулируется по длине лески касанием об землю. Тихая, не требуются средства защиты органов слуха. </p>",['https://static.stihl.com/upload/assetmanager/modell_imagefilename/scaled/zoom/268d5e60b34b4fb2a8c398ea7ce99d8a.jpg'],"Аккумуляторная мотокоса с очень хорошей результативностью кошения. Диаметр кошения 280 мм, мягкая рукоятка, регулируемая рукоятка, косильная головка регулируется по длине лески касанием об землю. Тихая, не требуются средства защиты органов слуха.","FSA 56,  FSA 65, FSA,  аккумуляторная система COMPACT,  аккумуляторная мотокоса, аккумуляторная коса, мотокоса"
612285823962,Мотокоса FSA 65 без аккумулятора,Удобная аккумуляторная мотокоса,Аккумуляторные мотокосы,22990,"[('Номинальное напряжение В', '36'), ('Вес без аккумулятора кг', '2,7'), ('Уровень звуковой мощности дБ(A)', '91'), ('Уровень звукового давления дБ(A)', '75'), ('Общая длина без режущего инструмента см', '153'), ('Режущий инструмент', 'AutoCut C4-2'), ('Технология аккумулятора', 'Литий-ионный'), ('Уровень вибрации слева м/с?', '1,3'), ('Уровень вибрации справа м/с?', '1,1'), ('Номинальный ток А', '5,5')]","<p> Легкая и бесшумная аккумуляторная мотокоса с удобной косильной головкой Auto-Cut C 4-2. Позволяет установить новые струны, не открывая корпус, регулировка выполняется автоматически при соприкосновении с землей. Для работ по очистке на садовом участке и применение в зонах с нормированным уровнем шума, например, вблизи школ и детских садов. Рекомендуется  использоваться с аккумулятором AP 80. </p>",['https://static.stihl.com/upload/assetmanager/modell_imagefilename/scaled/zoom/ebdde75b4c73452fa4ceb5dbb7a5c691.jpg'],"Удобная, бесшумная аккумуляторная мотокоса с мощным литий-ионным аккумулятором.","FSA 65, FSA,  аккумуляторная мотокоса,  аккумуляторная мотокоса,  аккумуляторная коса,  аккумуляторная коса,  мотокоса"
391702057462,Мотокоса FSA 90 без аккумулятора,Мощная аккумуляторная коса с двуручной рукояткой,Аккумуляторные мотокосы,36990,"[('Номинальное напряжение В', '36'), ('Вес с аккумулятором кг', '3,2'), ('Общая длина без режущего инструмента см', '177'), ('Уровень вибрации слева м/с?', '3,5'), ('Уровень вибрации справа м/с?', '3,5'), ('Технология аккумулятора', 'Литий-ионный'), ('Номинальный ток А', '25')]","<p> Аккумуляторная мотокоса для скашивания жесткой травы на больших площадях. Диаметр скашивания 260 мм, двухлопастное режущее полотно для травы, двуручная рукоятка, рукоятка управления с функцией частичной нагрузки ECOSPEED, двойной наплечный ремень, низкий уровень шума (использование наушников не требуется), веc 3,2 кг. </p>",[],"Аккумуляторная мотокоса для скашивания жесткой травы на больших площадях. Диаметр скашивания 260 мм, двухлопастное режущее полотно для травы, двуручная рукоятка, рукоятка управления с функцией частичной нагрузки ECOSPEED, двойной наплечный ремень, низкий уровень шума (использование наушников не требуется), веc 3,2 кг.","FSA 90,  FSA,  аккумуляторная мотокоса,  аккумуляторная мотокоса,  аккумуляторная коса,  аккумуляторная коса,  мотокоса"
265694843038,Мотокоса FSA 130 без аккумулятора,Akku-Motorsense FSA 130,Аккумуляторные мотокосы,42990,"[('Номинальное напряжение В', '36'), ('Вес с аккумулятором кг', '4,5'), ('Уровень звуковой мощности дБ(A)', '94'), ('Уровень звукового давления дБ(A)', '83'), ('Общая длина без режущего инструмента см', '175'), ('Уровень вибрации слева м/с?', '1,9'), ('Уровень вибрации справа м/с?', '1,1'), ('Номинальный ток А', '33,3')]",<p> Мощная и лёгкая аккумуляторная мотокоса. </p>,['https://static.stihl.com/upload/assetmanager/modell_imagefilename/scaled/zoom/554cd32929374ea5a8ddd73d4861f130.jpg'],Мощная и лёгкая аккумуляторная мотокоса.,FSA 130
948727566249,Мотокоса FSA 60 R без аккумулятора,Для частного пользователя,Аккумуляторные мотокосы,19990,"[('Уровень вибрации слева м/с?', '3,7'), ('Уровень вибрации справа м/с?', '2'), ('Уровень звукового давления дБ(A)', '77'), ('Уровень звуковой мощности дБ(A)', '91'), ('Вес без аккумулятора кг', '3,1'), ('Вес с аккумулятором кг', '3,1'), ('Режущий инструмент', 'AutoCut C6-2'), ('Общая длина без режущего инструмента см', '168'), ('Номинальное напряжение В', '36'), ('Время работы с аккумулятором AK 10 мин', 'до 13'), ('Время работы с аккумулятором AK 20 мин', 'до 30'), ('Номинальный ток А', '18')]","<p> Аккумуляторная мотокоса STIHL FSA 60 R с круговой рукояткой обеспечивает мощное и комфортное кошение без шума.  Мотокоса справится с зарослями даже в труднодоступных местах. В стандартную комплектацию входит косильная головка STIHL AutoCut C 6-2 диаметром кошения 350 мм. Заправка режущего инструмента струной происходит очень удобно: головку разбирать не нужно, просто вручную вставить струну снаружи в специально для этого отведенные отверстия. При желании можно использовать косильную головку STIHL DuroCut 5-2 со струнами или STIHL PolyCut 6-2 с подвижными пластиковыми ножами.  stihl FSa 60 R подойдет любому дачнику, в том числе  будет удобна женщинам и пожилым людям благодаря своей легкости и простоте эксплуатации. 
<br/>
<br/>
•	Легкая и тихая мотокоса с высокой производительностью для использования в зонах с нормированным уровнем шума.
<br/>
•	Идеально подходит для ухода за небольшими участками и кромками газона.
<br/>
•	Замена косильных головок, регулировка длины штанги и положения рукоятки без инструментов.
<br/>
•	В комплекте идет ограничительная скоба для кошения вокруг препятствий, таких как деревья и кустарники, которая защитит их от повреждений. 
<br/>
</p>",['https://static.stihl.com/upload/assetmanager/modell_imagefilename/scaled/zoom/5157933e661647c795ef27d01cfda71c.jpg'],"Аккумуляторная мотокоса STIHL FSA 60 R с круговой рукояткой обеспечивает мощное и комфортное кошение без шума.  Мотокоса справится с зарослями даже в труднодоступных местах. В стандартную комплектацию входит косильная головка STIHL AutoCut C 6-2 диаметром кошения 350 мм. Заправка режущего инструмента струной происходит очень удобно: головку разбирать не нужно, просто вручную вставить струну снаружи в специально для этого отведенные отверстия. При желании можно использовать косильную головку STIHL DuroCut 5-2 со струнами или STIHL PolyCut 6-2 с подвижными пластиковыми ножами.  stihl FSa 60 R подойдет любому дачнику, в том числе  будет удобна женщинам и пожилым людям благодаря своей легкости и простоте эксплуатации.","FSA 60 R,  мотокоса FSA 60"
515108438809,Мотокоса FSA 60 R c AK 20 и AL 101,Akku-Motorsense FSA 60 R: Leise und effizient mahen,Аккумуляторные мотокосы,30990,"[('Уровень вибрации слева м/с?', '3,7'), ('Уровень вибрации справа м/с?', '2'), ('Уровень звукового давления дБ(A)', '77'), ('Уровень звуковой мощности дБ(A)', '91'), ('Вес без аккумулятора кг', '3,1'), ('Вес с аккумулятором кг', '3,1'), ('Общая длина без режущего инструмента см', '168'), ('Номинальное напряжение В', '36'), ('Режущий инструмент', 'AutoCut C6-2'), ('Время работы с аккумулятором AK 10 мин', 'до 13'), ('Время работы с аккумулятором AK 20 мин', 'до 30'), ('Номинальный ток А', '18')]","<p>
</p>",['https://static.stihl.com/upload/assetmanager/modell_imagefilename/scaled/zoom/5157933e661647c795ef27d01cfda71c.jpg'],"Аккумуляторная мотокоса STIHL FSA 60 R с круговой рукояткой обеспечивает мощное и комфортное кошение без шума.  Мотокоса справится с зарослями даже в труднодоступных местах. В стандартную комплектацию входит косильная головка STIHL AutoCut C 6-2 диаметром кошения 350 мм. Заправка режущего инструмента струной происходит очень удобно: головку разбирать не нужно, просто вручную вставить струну снаружи в специально для этого отведенные отверстия. При желании можно использовать косильную головку STIHL DuroCut 5-2 со струнами или STIHL PolyCut 6-2 с подвижными пластиковыми ножами.  stihl FSa 60 R подойдет любому дачнику, в том числе  будет удобна женщинам и пожилым людям благодаря своей легкости и простоте эксплуатации.","FSA 60 R,  мотокоса FSA 60 R"
